CIK,Company,Type,Date,complete_text_file_link,html_index,Filing Date,Period of Report,SIC,htm_file_link,State of Inc,State location,Fiscal Year End,filename
1318605,"Tesla, Inc.",8-K,2018-05-02,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-010306.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-010306-index.html,2018-05-02,2018-05-02,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018010306/tsla-8k_20180502.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-010306.htm
1318605,"Tesla, Inc.",8-K,2018-06-06,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-015129.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-015129-index.html,2018-06-06,2018-06-05,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018015129/tsla-8k_20180611.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-015129.htm
1318605,"Tesla, Inc.",10-Q,2018-08-06,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-019254.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-019254-index.html,2018-08-06,2018-06-30,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018019254/tsla-10q_20180630.htm,DE,CA,1231,1318605_10Q_2018_0001564590-18-019254.htm
1318605,"Tesla, Inc.",8-K,2018-07-02,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-016465.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-016465-index.html,2018-07-02,2018-07-02,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018016465/tsla-8k_20180702.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-016465.htm
1318605,"Tesla, Inc.",8-K,2018-07-02,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-016494.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-016494-index.html,2018-07-02,2018-06-27,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018016494/tsla-8k_20180702.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-016494.htm
1318605,"Tesla, Inc.",8-K,2018-07-30,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-017908.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-017908-index.html,2018-07-30,2018-07-30,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018017908/tsla-8k_20180730.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-017908.htm
1318605,"Tesla, Inc.",8-K,2018-08-01,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-018490.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-018490-index.html,2018-08-01,2018-08-01,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018018490/tsla-8k_20180801.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-018490.htm
1318605,"Tesla, Inc.",8-K,2018-08-14,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-021585.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-021585-index.html,2018-08-14,2018-08-14,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018021585/tsla-8k_20180814.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-021585.htm
1318605,"Tesla, Inc.",8-K,2018-08-21,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-022131.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-022131-index.html,2018-08-21,2018-08-16,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018022131/tsla-8k_20180816.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-022131.htm
1318605,"Tesla, Inc.",8-K,2018-09-07,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-022798.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-022798-index.html,2018-09-07,2018-09-04,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018022798/tsla-8k_20180904.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-022798.htm
